0.1	4.94435	0.324358	0.575514
0.0990404	4.90134	0.318468	0.603446
0.0980808	4.85246	0.312078	0.576674
0.0971212	4.80318	0.306241	0.562851
0.0961616	4.75686	0.300247	0.56138
0.095202	4.71154	0.29426	0.571042
0.0942424	4.66016	0.288114	0.535391
0.0932828	4.61629	0.282553	0.512822
0.0923232	4.56913	0.276691	0.503242
0.0913636	4.52096	0.270955	0.505826
0.090404	4.47106	0.265383	0.468805
0.0894444	4.42597	0.259661	0.495155
0.0884848	4.37915	0.254247	0.483786
0.0875253	4.33091	0.248768	0.438489
0.0865657	4.28233	0.243307	0.452635
0.0856061	4.23514	0.237901	0.434052
0.0846465	4.18796	0.232501	0.428261
0.0836869	4.13943	0.227258	0.43417
0.0827273	4.09406	0.222245	0.412738
0.0817677	4.04692	0.216997	0.404086
0.0808081	3.99834	0.211941	0.370961
0.0798485	3.95182	0.207057	0.387317
0.0788889	3.90406	0.202019	0.379993
0.0779293	3.85696	0.197162	0.35214
0.0769697	3.809	0.192402	0.337715
0.0760101	3.76184	0.187635	0.336222
0.0750505	3.71351	0.182926	0.316798
0.0740909	3.66658	0.178261	0.310765
0.0731313	3.61805	0.17369	0.316973
0.0721717	3.57064	0.169113	0.308064
0.0712121	3.52391	0.164647	0.286182
0.0702525	3.47509	0.160294	0.277816
0.0692929	3.42945	0.155947	0.281984
0.0683333	3.38141	0.151599	0.275075
0.0673737	3.3347	0.14736	0.25898
0.0664141	3.28719	0.143253	0.255995
0.0654545	3.23934	0.139086	0.245251
0.0644949	3.19231	0.135061	0.228087
0.0635354	3.14482	0.131119	0.224466
0.0625758	3.09644	0.127172	0.215522
0.0616162	3.04985	0.123303	0.219367
0.0606566	3.00222	0.119509	0.202842
0.059697	2.95478	0.115723	0.1998
0.0587374	2.90737	0.112068	0.194435
0.0577778	2.85933	0.108427	0.187681
0.0568182	2.812	0.104835	0.180343
0.0558586	2.76489	0.101327	0.173136
0.054899	2.71674	0.0978939	0.166692
0.0539394	2.66948	0.0945108	0.16156
0.0529798	2.62222	0.0911596	0.158185
0.0520202	2.57448	0.087906	0.146771
0.0510606	2.52728	0.084689	0.14856
0.050101	2.47926	0.0815406	0.134807
0.0491414	2.43224	0.0784287	0.134584
0.0481818	2.38447	0.0754026	0.130102
0.0472222	2.33734	0.0724331	0.122816
0.0462626	2.2899	0.0695184	0.121114
0.045303	2.24224	0.0666705	0.111323
0.0443434	2.19452	0.0638777	0.108315
0.0433838	2.14726	0.0611443	0.105715
0.0424242	2.09964	0.0584663	0.0987107
0.0414646	2.0525	0.0558538	0.0941211
0.0405051	2.005	0.0532997	0.0874901
0.0395455	1.95726	0.0508014	0.0846663
0.0385859	1.90997	0.0483644	0.0815345
0.0376263	1.86253	0.0459931	0.0751312
0.0366667	1.81501	0.0436768	0.0707131
0.0357071	1.76754	0.041421	0.0688513
0.0347475	1.71997	0.039221	0.0637171
0.0337879	1.67252	0.0370876	0.0599084
0.0328283	1.62491	0.0350102	0.0581657
0.0318687	1.57736	0.0329952	0.054222
0.0309091	1.53004	0.0310384	0.0518641
0.0299495	1.4824	0.0291413	0.0478201
0.0289899	1.43503	0.027302	0.0454576
0.0280303	1.38743	0.0255241	0.0422361
0.0270707	1.33994	0.0238071	0.038106
0.0261111	1.29244	0.0221498	0.0359272
0.0251515	1.24501	0.0205522	0.032853
0.0241919	1.19753	0.0190137	0.0304813
0.0232323	1.14998	0.0175358	0.0280852
0.0222727	1.10253	0.016117	0.0262536
0.0213131	1.05502	0.014758	0.023341
0.0203535	1.00754	0.0134593	0.0212507
0.0193939	0.960028	0.0122197	0.0196305
0.0184343	0.912528	0.0110407	0.0175624
0.0174747	0.865036	0.00992096	0.0157111
0.0165152	0.81754	0.00886159	0.0140655
0.0155556	0.770038	0.00786165	0.0123911
0.014596	0.722534	0.00692173	0.0109853
0.0136364	0.675026	0.00604152	0.00962179
0.0126768	0.627524	0.00522117	0.00822363
0.0117172	0.580026	0.00446064	0.00695755
0.0107576	0.532525	0.00375994	0.00591837
0.00979798	0.485025	0.00311908	0.00484682
0.00883838	0.437521	0.00253804	0.00393802
0.00787879	0.390021	0.00201683	0.0031328
0.00691919	0.342519	0.00155548	0.00240204
0.0059596	0.295016	0.00115395	0.0017925
0.005	0.247514	0.00081226	0.0012593
