1	0.239163
1.005	0.223791
1.01	0.208419
1.015	0.193015
1.02	0.177579
1.025	0.162113
1.03	0.146617
1.035	0.131092
1.04	0.115538
1.045	0.0999554
1.05	0.0843455
1.055	0.0687085
1.06	0.0530452
1.065	0.0373561
1.07	0.0216419
1.075	0.00590308
1.08	-0.00985965
1.085	-0.0256457
1.09	-0.0414544
1.095	-0.0572853
1.1	-0.0731376
1.105	-0.0890108
1.11	-0.104904
1.115	-0.120817
1.12	-0.136749
1.125	-0.152699
1.13	-0.168668
1.135	-0.184653
1.14	-0.200654
1.145	-0.216672
1.15	-0.232705
1.155	-0.248752
1.16	-0.264814
1.165	-0.280888
1.17	-0.296976
1.175	-0.313075
1.18	-0.329186
1.185	-0.345308
1.19	-0.36144
1.195	-0.377582
1.2	-0.393732
1.205	-0.409891
1.21	-0.426057
1.215	-0.44223
1.22	-0.45841
1.225	-0.474596
1.23	-0.490786
1.235	-0.506981
1.24	-0.52318
1.245	-0.539382
1.25	-0.555586
1.255	-0.571793
1.26	-0.588
1.265	-0.604208
1.27	-0.620416
1.275	-0.636624
1.28	-0.65283
1.285	-0.669034
1.29	-0.685235
1.295	-0.701433
1.3	-0.717628
1.305	-0.733817
1.31	-0.750002
1.315	-0.76618
1.32	-0.782352
1.325	-0.798517
1.33	-0.814675
1.335	-0.830823
1.34	-0.846963
1.345	-0.863093
1.35	-0.879212
1.355	-0.895321
1.36	-0.911418
1.365	-0.927502
1.37	-0.943573
1.375	-0.959631
1.38	-0.975675
1.385	-0.991704
1.39	-1.00772
1.395	-1.02371
1.4	-1.03969
1.405	-1.05566
1.41	-1.0716
1.415	-1.08753
1.42	-1.10343
1.425	-1.11932
1.43	-1.13518
1.435	-1.15103
1.44	-1.16685
1.445	-1.18265
1.45	-1.19843
1.455	-1.21418
1.46	-1.22991
1.465	-1.24561
1.47	-1.26129
1.475	-1.27694
1.48	-1.29256
1.485	-1.30815
1.49	-1.32372
1.495	-1.33926
1.5	-1.35477
1.505	-1.37024
1.51	-1.38569
1.515	-1.4011
1.52	-1.41649
1.525	-1.43184
1.53	-1.44715
1.535	-1.46244
1.54	-1.47768
1.545	-1.4929
1.55	-1.50807
1.555	-1.52321
1.56	-1.53831
1.565	-1.55338
1.57	-1.5684
1.575	-1.58339
1.58	-1.59834
1.585	-1.61324
1.59	-1.62811
1.595	-1.64293
1.6	-1.65771
1.605	-1.67245
1.61	-1.68715
1.615	-1.7018
1.62	-1.7164
1.625	-1.73096
1.63	-1.74548
1.635	-1.75995
1.64	-1.77437
1.645	-1.78874
1.65	-1.80306
1.655	-1.81734
1.66	-1.83157
1.665	-1.84574
1.67	-1.85987
1.675	-1.87394
1.68	-1.88796
1.685	-1.90193
1.69	-1.91585
